n,block_type,rt,acc,stimulus,answer,correct_answer
0,experiment,9.21172769999248,0,1.png,5,3.0
1,experiment,3.6389853000000585,0,2.png,3,15.0
2,experiment,4.071170500013977,0,3.png,2,10.5
